Year,Month,Day,Period,10 SOUTHWST,20 MEXICO,21 IMPERIAL,22 SANDIEGO,24 SCE_OTHR,25 LAORANGE,26 LADWP,31 SNFRNCSC,32 BAYAREA,34 FRESNO,35 GEYSERS,36 HUMBOLDT,37 SIERRA,38 CNTCOAST,39 PGE_OTHR,40 NORTHWST,50 CANADA,60 ROCKY MT,61 IDAHO,64 N NEVADA,80 SMUD,CISO DWR,FULTON   20 {3531 CE},FULTON   20 {3531 NE},FULTON   20 {3531 NH base case},FULTON   20 {3531 NH future case},HELMS PP 20 {3432 NP base case},HELMS PP 20 {3432 NP future case},HUMBOLDT 20 {3631 NB},MC CALL  20 {3433 NH base case},MC CALL  20 {3433 NH future case},MESA CAL  20 {2438 SR},MESA CAL  20 {2438 SS},MESA CAL  20 {2438 SS New},MESA CAL  20 {2438 SW},MESA CAL  20 {2438 SW New},MESA CAL  20 {3438 SH base case},MESA CAL  20 {3438 SH future case},PITSBURG  20 {3234 NW},PITSBURG  20 {3234 NW New},ROUND MT  20 {3931 NB},ROUND MT  20 {3931 NH base case},ROUND MT  20 {3931 NH future case},SUMMIT   20 {3931 NH base case},SUMMIT   20 {3931 NH future case},TESLA     20 {3933 NB},TESLA     20 {3933 NW},TESLA     20 {3933 NW New},TESLA     20 {3933 NH base case},TESLA     20 {3933 NH future case},CANAD G1 20 {5031 H base case},CASTAI4G 20 {2638 P base case},CMAIN GM 20 {5032 H base case},COLOEAST 20 {7031 P base case},COTWDWAP 20 {8033 H base case},COULEE   20 {4131 H base case},CRAIG    20 {7032 H base case},CRAIG    20 {7032 P base case},DALLES21 20 {4039 H base case},EMERY    20 {6533 H base case},HANFORD  20 {4132 H base case},HOOVER   20 {1331 H base case},IMPERIAL 20 {2130 H base case},JOHN DAY 20 {4035 H base case},MALIN    20 {4031 H base case},MIDPOINT 20 {6132 H base case},MONTA G1 20 {6235 H base case},NAUGHT   20 {6335 H base case},NAVAJO 2 20 {1232 H base case},NORTH G3 20 {4231 H base case},OWENS G  20 {2637 H base case},RNCHSECO 20 {8034 H base case},SJUAN G4 20 {1034 H base case},WCASCADE 20 {4232 H base case},CANAD G1 20 {5031 H future case},CASTAI4G 20 {2638 P future case},CMAIN GM 20 {5032 H future case},COLOEAST 20 {7031 P future case},COTWDWAP 20 {8033 H future case},COULEE   20 {4131 H future case},CRAIG    20 {7032 H future case},CRAIG    20 {7032 P future case},DALLES21 20 {4039 H future case},EMERY    20 {6533 H future case},HANFORD  20 {4132 H future case},HOOVER   20 {1331 H future case},IMPERIAL 20 {2130 H future case},JOHN DAY 20 {4035 H future case},MALIN    20 {4031 H future case},MIDPOINT 20 {6132 H future case},MONTA G1 20 {6235 H future case},NAUGHT   20 {6335 H future case},NAVAJO 2 20 {1232 H future case},NORTH G3 20 {4231 H future case},OWENS G  20 {2637 H future case},RNCHSECO 20 {8034 H future case},SJUAN G4 20 {1034 H future case},WCASCADE 20 {4232 H future case},CORONADO 20 {1131 W},CORONADO 20 {1131 W New},MALIN    20 {4031 W},MALIN    20 {4031 W New},JOHN DAY 20 {4035 W},JOHN DAY 20 {4035 W New},DALLES21 20 {4039 W},DALLES21 20 {4039 W New},COULEE   20 {4131 W},COULEE   20 {4131 W New},HANFORD  20 {4132 W},HANFORD  20 {4132 W New},WCASCADE 20 {4232 W},WCASCADE 20 {4232 W New},CMAIN GM 20 {5032 W},CMAIN GM 20 {5032 W New},MIDPOINT 20 {6132 W},MIDPOINT 20 {6132 W New},MONTA G1 20 {6235 W},MONTA G1 20 {6235 W New},BRIDGER  20 {6333 W},BRIDGER  20 {6333 W New},VALMY    20 {6433 W},VALMY    20 {6433 W New},COLOEAST 20 {7031 W},COLOEAST 20 {7031 W New},IMPERIAL 20 {2130 S},IMPERIAL 20 {2130 S New},H ALLEN  20 {1333 S New},PALOVRD2 20 {1431 S New},EMERY    20 {6533 S New}
2004,3,17,5,15740,1392,430,1985.2,8298.7,2753.5,2914,627.3,3537.1,1749.2,378.9,82,213.4,1110.5,3645.8,17603,11931,8994,2049,1147,1765,1722,694.4,260,6,6,1,1,40.9,418.3,418.3,756.8,0,0,1026.3,2577.5,268,326.2,297.5,0,242.3,739.2,739.2,51,51,147.4,94.7,99.2,701,701,4656.9807,1,1624.654834,1,314,2593,138,1,1080.164814,8,1139,488,100,2826.8,851,429,139,162,311,1417.590214,29.8,138,280,442,5190.0622,1,882,1,314,2593,138,1,1666.673429,8,2034.416181,1126.181721,100,734,391.6,429,139,162,251,723,22,138,450.2749225,157,98.1,1214.3,63.2,7.9,54.4,0.8,18.6,14.2,0,0,16.6,307.4,1.1,0.1,84.6,306.4,11.8,0,1,7.4,34.1,415.1,8.2,95.5,254.7,398.1,0,0,0,0,0
2004,3,17,6,15964,1363,430,2170,8718.5,2938.1,3061,677.6,3754.9,1807.8,396.2,90.8,227.9,1188.9,3674.2,18558,12127,9428,2113,1169,1864,1722,694.4,260,6,6,1,1,44.7,450.9,450.9,756.8,0,0,999.7,2510.6,268,268,262.8,0,265,739.2,739.2,51,51,161.2,88.2,92.4,701,701,4787.578196,1,1745.702611,1,314,3556.206943,138,1,1372.364814,8,1707.8,592.6571429,100,3194,851,429,139,162,251,1779.390214,22,167.5714286,280,499,5338.968208,1,1069.803533,1,314,3889,138,1,1652.996187,8,2603.216181,1185.793364,100,1076.823884,489.4,429,139,162,251,1084.8,22,138,310.4749225,214,80.4,994.5,38.6,4.8,22.6,0.3,18.4,14,0,0,9.4,173.5,0.3,0,91.1,329.8,69.5,0,0.2,1.6,42.7,520.5,11.5,133.4,236.9,370.3,0,0,0,0,98.9
2004,3,17,7,16608,1352,451,2475.2,9610.8,3109.1,3352,782.7,4205.7,1867.1,437.1,104.9,256.7,1239.1,3775.9,20484,13034,10130,2244,1237,2007,1746,694.4,260,6.3,6,1,1,44.7,521.4,583.5166667,756.8,0,0,960.8,2412.9,311.7714286,394.3333333,258.2,0,265,1108.8,897.6,76.8,76.8,161.2,81.2,85.1,701,701,5639.415109,1,1499.502186,1,323.2574601,4112.795289,160.5714286,1,1632.276182,8,2276.6,836.8571429,104.6215057,3194,851,429,139.1190476,188.4285714,377,2141.190214,32.8,236.5714286,325.7428571,499,5315.529079,1,1510.803533,1,314,5185,160.5714286,1,1360.796187,8,3172.016181,1429.993364,100,1444.023884,587.2,643.1339498,139,243,251,1446.6,22,138,280,271,50.3,622.4,7.9,1,10.1,0.1,7.6,5.8,0,0,3.2,59.2,0.7,0.1,82.8,299.7,135.8,0,0.6,4.2,31.7,386,13.9,161.4,158.3,247.4,0,0,0,165.1,288.5
2004,3,17,8,17946,1459,490,2706.1,10190,3406.9,3623,893.8,4519.5,1794.2,479.1,116.1,277.7,1300.4,3974.5,21885,14260,11002,2379,1294,2174,1622,694.4,260,9.3,6,1,1,44.7,605.9,785.1166667,756.8,340.9,1010.6,927.1,2328.3,445.5714286,528.1333333,258.7,0,265,1478.4,1267.2,102.6,102.6,161.2,88.2,92.4,1051.4,701,5784.263217,1,1940.502186,1,480.4574601,4994.604456,229.5714286,1,1760.982969,12.2,2845.4,1081.057143,155.0215057,3194,753.2,643.2,208.1190476,269.4285714,503,2502.990214,43.6,305.5714286,465.5428571,499,6195.729079,1,1632,1,314,6481,229.5714286,1,1579.432878,8.8,3740.816181,1185.793364,100,1759.533249,685,732.6910748,139,324,251,1808.4,26.4,138,280,328,64,792.3,0.7,0.1,8.6,0.1,1.4,1.1,0,0,0.9,16.1,0.3,0,67.6,244.7,60.8,0,0.4,3.1,24.8,302.4,13,150.3,104.2,162.9,87.8,137.4,1085,1476.3,585.6
2004,3,17,9,19449,1538,550,2983,11367,3730.2,4072,978,4885,1852.1,512.5,116.8,299.9,1366.9,3971,23164,14579,11815,2510,1384,2361,1635,694.4,260,12.3,8.1,1,1,44.7,710.1,986.7166667,756.8,446.3,1323.2,887,2227.6,579.3714286,661.9333333,236.2,0,265,1848,1636.8,128.4,128.4,161.2,94.5,99.1,1401.8,933.6857143,6609.709472,1,2381.502186,1,637.6574601,5235.615537,298.5714286,1,1908.71114,16.4,2894.455352,1325.257143,205.4215057,3194,655.4,857.4,277.1190476,350.4285714,629,2864.790214,54.4,374.5714286,605.3428571,497.7142857,6303.004701,1,2073,1,471.2,6676.021124,298.5714286,1,1746.830595,13,4309.616181,941.5933643,150.4,1815.14033,782.8,946.8910748,197.1635149,405,337,2170.2,37.2,207,280,385,93.7,1159.7,0.2,0,8.9,0.1,0.6,0.4,0,0,0.7,12.1,0,0,58.7,212.5,6.4,0,0.7,5.3,21.5,261.9,11.6,134.6,165.4,258.5,115,179.9,1074.2,2718.8,586.6
2004,3,17,10,20893,1595,616,3235.3,12679.3,3987.8,4491,1051.4,5272.1,1821.3,546.9,116.2,323.2,1370.9,4151.5,24145,14971,12347,2647,1451,2553,1648,694.4,260,15.3,11.1,1,1,44.9,911.7,1188.316667,756.8,443.8,1315.9,834.6,2096.1,713.1714286,795.7333333,203.8,0,266.1,2217.6,2006.4,154.2,154.2,161.9,102.7,107.6,1752.2,1284.085714,6444.444404,1,2822.502186,1,794.8574601,6531.615537,367.5714286,1,1874.543447,20.6,3267.839114,1569.457143,255.8215057,2826.8,557.6,1071.6,346.1190476,431.4285714,755,2502.990214,65.2,443.5714286,745.1428571,440.7142857,6880.727173,1,2514,1,628.4,7274.924892,367.5714286,1,1783.112494,17.2,4109.518598,697.3933643,200.8,2092.4,700.7360351,1161.091075,266.1635149,486,463,2532,48,276,402.2112387,328,99.3,1228.5,1.2,0.2,7.9,0.1,1.2,0.9,0,0,0.8,15.6,0,0,57.4,207.8,2.7,0,1.2,8.8,23.9,291.4,13,151.1,191,298.5,114.4,178.9,1074.1,3061.6,591.5
2004,3,17,11,22366,1677,664,3457.5,13365,4186.7,4875,1088.9,5623.7,1958.9,585.7,116,353.9,1379.7,4411.8,25055,15313,13058,2761,1522,2794,1332,694.4,260,18.3,14.1,1,1,44.9,1113.3,1389.916667,756.8,444.1,1316.7,792.8,1991,846.9714286,929.5333333,173.2,0,266.1,2587.2,2376,180,180,161.9,94.4,98.9,2102.6,1634.485714,6867.081982,1,3263.502186,1,952.0574601,7827.615537,436.5714286,1,1756.394356,24.8,3659.341601,1813.657143,306.2215057,2459.6,459.8,1285.8,415.1190476,512.4285714,881,2141.190214,76,512.5714286,884.9428571,383.7142857,6514.987237,1,2955,1,785.6,8232.829112,436.5714286,1,1712.963568,21.4,3540.718598,900,251.2,2459.6,602.9360351,1375.291075,335.1635149,567,589,2461.20228,58.8,345,542.0112387,385,87.7,1085.8,1.9,0.2,3,0,4.7,3.6,0,0,1,18.2,0.3,0,82,296.8,11.1,0,1.2,8.6,13.4,163,12.8,148.9,200.8,313.8,114.5,179,1076.7,3047.2,593.6
2004,3,17,12,23515,1725,700,3593.2,13953.1,4369.2,5231,1114.9,5918.2,2099.5,610.6,114.1,392.2,1421.7,4813.9,25649,15456,13527,2853,1576,3051,1051,694.4,260,21.3,17.1,1,1,44.9,1314.9,1591.516667,756.8,445.5,1320.7,812.4,2040.3,980.7714286,1063.333333,140,0,266.1,2956.8,2745.6,205.8,205.8,161.9,78.1,81.8,2453,1984.885714,6470.736336,1,3704.502186,1,1109.25746,9123.615537,505.5714286,1,1595.405317,29,3791.99128,2057.857143,356.6215057,2092.4,362,1500,484.1190476,593.4285714,1007,1831.271114,86.8,581.5714286,1024.742857,326.7142857,6806.411534,1,3396,1,942.8,9150.32667,505.5714286,1,1625.121418,25.6,2971.918598,1144.2,301.6,2826.8,700.7360351,1589.491075,404.1635149,648,715,2099.40228,69.6,414,681.8112387,442,84.7,1047.9,3.3,0.4,2.8,0,10.4,7.9,0,0,0.9,16.5,0.2,0,103.4,374.6,28.8,0,1.5,10.7,12.8,156.3,11.1,129.3,175,273.6,114.8,179.6,1085.5,3156.4,600
2004,3,17,13,24668,1710,760,3682.2,14467.7,4521.9,5527,1127.1,6155.6,2206.1,632.8,111.1,426.7,1467.3,5276.7,26271,15587,13900,2958,1624,3318,1009,694.4,260,24.3,20.1,1,1,44.9,1422.043182,1753.9,756.8,437.5,1297,864.1,2170.1,1114.571429,1165.8,109,0,266.1,3215.5,3115.2,221.9,221.9,161.9,70.1,73.4,2751.749298,2335.285714,6857.466414,1,3837,1,1266.45746,9982,574.5714286,1,1531.170409,33.2,3737.693869,2121,407.0215057,1910.394624,264.2,1714.2,553.1190476,674.4285714,1093,2193.071114,96,599,1164.542857,269.7142857,6266.954073,1,3837,1,1100,10413.49817,574.5714286,1,1495.757624,29.8,2403.118598,1388.4,320.6031447,3194,798.5360351,1686.692547,473.1635149,706,841,1737.60228,80.4,483,821.6112387,499,83.6,1034.8,1.5,0.2,0.6,0,20.8,15.8,0,0,0.9,16.6,0.1,0,118.2,427.9,25.6,0,1.8,13.2,13,158.6,9.4,109,130.5,203.9,112.7,176.3,1100,3153.5,598.6
2004,3,17,14,25522,1753,793,3791.9,15255.4,4575.9,5766,1135.1,6473.8,2358.8,661,110.9,460.6,1549.5,5705.6,26924,15661,14245,3012,1691,3591,995,694.4,260,26.1,23.1,1,1,44.5,1623.643182,1753.9,756.8,451.7,1339.3,901.9,2265,1165.8,1165.8,118.5,0,263.7,3215.5,3215.5,221.9,221.9,160.4,70.2,73.5,3049.4,2685.685714,6585.631166,1,3837,1,1368,11278,601,1,1487.746503,34,4021.678964,2121,435,1543.194624,196,1865,603,706,1093,1831.271114,96,599,1218,212.7142857,6729.732181,1,3837,1,1257.2,11278,601,1,1479.22698,34,1834.318598,1632.6,371.0031447,3194,700.7360351,1865,542.1635149,706,967,2099.40228,91.2,552,961.4112387,499,70.6,874.1,0.1,0,0.2,0,25.8,19.6,0,0,1,18.1,0.9,0.1,122.4,443.1,20.9,0,4.1,30.2,13.3,161.7,7,81.7,74.9,117.1,116.4,182.1,1100,3146.9,600
2004,3,17,15,26257,1783,815,3843.4,15750.3,4635.9,5901,1129,6746.7,2481.8,688.6,111.7,496.1,1598.7,5981.5,27413,15722,14324,3070,1726,3887,988,694.4,260,26.1,26.1,1,1,44.5,1753.9,1753.9,756.8,452,1340,855.8,2149.3,1165.8,1165.8,106.8,0,263.7,3215.5,3215.5,221.9,221.9,160.4,76.7,80.3,3049.4,3036.085714,6620.126422,178.3216568,3837,1,1368,11278,601,1,1475.96215,34,4590.478964,2121,435,1175.994624,196,1865,603,706,1093,2134.10656,96,599,1218,155.7142857,6372.30602,1,3837,48.52980326,1368,11278,601,1,1465.587612,34,1971.463198,1876.8,334.2,3194,602.9360351,1865,603,706,1093,2461.20228,96,599,1101.211239,442,54.3,672.5,0,0,0,0,38.9,29.6,0,0,0.8,14.6,1.7,0.2,133.3,482.6,14.6,0,5.6,40.9,17.2,209.3,4.5,52.6,43.7,68.3,116.5,182.2,1100,2984.7,499.9
2004,3,17,16,26659,1792,815,3812.9,15846,4704,5961,1112.9,6933.9,2582,699,109.7,521.1,1635,6168.4,27874,15728,14221,3089,1741,4077,1004,694.4,260,26.1,26.1,86.69467164,1,44.5,1753.9,1753.9,756.8,454,1346,703.9,1767.9,1165.8,1165.8,69.4,0,263.7,3215.5,3215.5,221.9,221.9,160.4,68.9,72.2,3049.4,3049.4,6942.621368,346.4947659,3837,115,1368,11278,601,87.75395823,1183.76215,34,4953,2121,435,808.7946243,196,1865,603,706,1093,2495.90656,96,599,1218,115,6318.032826,220.6547665,3837,22.45673225,1368,11278,601,34.4,1459.758269,34,2540.263198,2121,384.6,2826.8,505.1360351,1865,603,706,1093,2184.402475,96,599,1218,385,47.5,587.9,0,0,0,0,30.6,23.2,0,0,0.6,11.7,1.8,0.2,127.5,461.8,13.7,0,6.7,49.7,19.2,233.9,2.7,30.8,23.1,36.1,117,183,937,2970.4,427.2
2004,3,17,17,26588,1766,806,3737.3,15629.3,4719,5868,1100.8,7001.9,2634.5,704.3,108.3,536.9,1669.1,6271.2,27918,15754,13931,3098,1751,4185,999,694.4,260,26.1,26.1,171.5053284,92.70069936,44.5,1753.9,1753.9,756.8,454,1346,573.2,1439.5,1165.8,1165.8,36.4,0,263.7,3215.5,3215.5,221.9,221.9,160.4,51,53.4,3049.4,3049.4,6545.90815,379.7222601,3837,1,1368,11278,601,3.94604177,1267.021879,34,4953,2121,435,1175.994624,196,1865,603,706,1093,2166.96952,96,599,1218,157,6641.71312,771.0726168,3837,189.2567323,1368,11278,601,134.6,1452.114353,34,3109.063198,2121,435,2459.6,407.3360351,1865,603,706,1093,2407.448817,96,599,1218,328,20.3,251.6,0,0,0,0,14.2,10.8,0,0,0.3,5,0,0,129.4,468.5,9.4,0,7.5,55,21,255.5,4.2,48.7,16.5,25.8,117,183,978.4,2993.9,316.1
2004,3,17,18,25940,1698,800,3623.1,15124.7,4606.2,5620,1049.7,6844.7,2626.2,693,109.5,540.7,1642.4,6201.2,27743,15684,13453,3089,1749,4208,1007,694.4,260,26.1,24.68571429,1,165.4993006,39.9,1753.9,1753.9,756.8,441.1,1307.8,455.3,1143.5,1165.8,1165.8,20.2,0,236.4,3215.5,3215.5,221.9,221.9,143.8,48.8,51.2,3049.4,2803.4,6776.184316,223.2613172,3837,1,1368,10369,601,1,1559.221879,34,4636.330013,2121,435,1543.194624,196,1865,603,706,1093,2102.069871,96,599,1218,214,6187.186586,135.0726168,3837,22.45673225,1368,10636.10972,601,34.4,1401.459803,34,3677.863198,2077.516741,435,2092.4,309.5360351,1865,544.8364851,706,1093,2630.686697,96,599,1218,271,8.6,106.5,0.6,0.1,0,0,5.6,4.3,0,0,0.3,5.8,0,0,134.1,485.8,10.1,0,9,66.3,22.4,272.6,8.5,98,29.4,45.9,113.7,177.8,995.5,2794.2,305.4
2004,3,17,19,24939,1671,771,3422,14435.8,4421.7,5154,953,6517.1,2605.5,665.9,114.8,535.1,1628.7,5968.1,27070,15317,13019,3077,1711,4054,1053,694.4,260,26.1,21.68571429,1,1,39.9,1574.856818,1753.9,756.8,398.7,1182.2,394.2,990.1,1165.8,1165.8,14.9,0,236.4,2845.9,3215.5,221.9,221.9,143.8,49.4,51.7,2925.200577,2453,6102.819722,1,3837,1,1368,9073,601,1,1544.154881,33.77333333,4210.469967,2121,433.8901878,1910.394624,213.4015077,1804.166667,603,706,1093,2463.869871,96,599,1218,271,6270.680903,1,3783.791775,1,1368,9340.109719,601,1,1433.126528,30.7,4195.513342,1833.316741,435,2357.316704,407.3360351,1819.059093,475.8364851,706,1093,2268.886697,96,599,1078.2,323.5,9.3,114.5,10.8,1.3,0.2,0,2.5,1.9,0.1,0,1.1,20.8,0,0,133.4,483.2,19,0,7.7,56.4,24.7,301.4,9.7,112.2,41.5,64.9,102.8,160.7,572.7,2452.1,305.3
2004,3,17,20,24231,1693,726,3461,13923.7,4243,5068,937.6,6267.9,2512.8,630.3,125.6,503.3,1586.7,5652.9,26243,15145,12819,3019,1642,3875,1230,694.4,260,23.1,18.68571429,1,1,39.9,1373.256818,1753.9,756.8,339.1,1005.4,429.7,1079,1032,1165.8,11.9,0,236.4,2476.3,3215.5,221.9,221.9,143.8,48.6,51,2574.800577,2102.6,6442.463613,1,3396,1,1269.999556,7777,532,1,1635.509872,29.57333333,3865.544022,2121,383.4901878,2277.594624,311.2015077,1589.966667,534,625,1093,2825.669871,96,599,1078.2,328,5860.475179,1,3342.791775,1,1210.8,8044.109719,532,1,1517.132691,26.5,4168.271926,1589.116741,435,2720.146524,505.1360351,1604.859093,406.8364851,706,1093,2359.438911,96,530,1066.336607,380.5,11,136.7,18.7,2.3,0.2,0,16.5,12.6,0.7,0.4,2.2,41.3,0,0,138.4,501,22,0,4.5,32.9,27.6,336.4,10,115.7,46.5,72.7,87.4,136.7,302.3,2452.1,305.3
2004,3,17,21,23814,1776,702,3403.4,13760.4,4158,4936,933.1,6161.5,2456.6,619.4,132,469.7,1579.9,5443.7,25880,15224,12610,2938,1622,3718,1423,694.4,260,20.1,15.68571429,1,1,39.9,1384.2,1753.9,756.8,235.4,697.8,524.1,1316.2,898.2,1165.8,13.3,0,236.4,2106.7,3215.5,198.525,221.9,143.8,44.4,46.6,2224.400577,1752.2,6216.325861,1,2955,1,1112.799556,6481,463,1,1825.190862,25.37333333,4434.344022,2121,333.0901878,2459.6,409.0015077,1375.766667,465,544,1072.5,2747.671285,92.75,599,938.4,385,6370.352393,1,2901.791775,1,1261.7,7095.633499,463,1,1588.152662,22.3,4737.071926,1344.916741,435,2352.946524,574.1012046,1423.999986,337.8364851,706,1037,2721.238911,96,588,926.5366066,328,9.1,113,20,2.5,0,0,35.1,26.7,0.6,0.4,2.7,51,0,0,149.5,541.5,23,0,2.9,21.5,31.3,381.9,9.8,113.9,48.3,75.4,60.7,94.9,199.3,2039.4,136.4
2004,3,17,22,22572,1755,646,3125.6,13022.7,3882.4,4566,914.2,5654.7,2309.3,564.6,125.2,418.9,1512.5,5093.7,25036,15119,11947,2782,1558,3386,1617,694.4,260,17.1,12.68571429,1,1,39.9,1182.6,1552.3,756.8,188.7,559.5,625.2,1570,764.4,1032,18.1,0,236.4,1737.1,2845.9,172.725,221.9,143.8,46.8,49,1874.000577,1401.8,6793.765758,1,2514,1,955.5995559,5185,394,1,2026.514692,21.17333333,4262.129971,1876.8,282.6901878,2826.8,506.8015077,1161.566667,396,463,946.5,2783.2,81.95,530,798.6,442,6231.190917,1,2460.791775,1,1104.5,5799.633499,394,1,1752.439988,18.1,4953,1100.716741,435,2253.940436,671.9012046,1209.799986,268.8364851,625,911,3083.038911,85.2,519,786.7366066,385,11.1,137.4,13.6,1.7,0,0,21,16,1.1,0.7,2.7,50,0,0,144.7,523.9,25.5,0,1.4,10.6,18.9,230.1,8.6,100.2,39.8,62.2,48.6,76.1,96.3,1573.2,99.3
2004,3,17,23,20723,1696,579,2759.5,11733.7,3456.4,4112,850.1,4985.2,2063.5,503.2,110,346.6,1443.4,4388.3,22800,14415,10860,2536,1434,2935,1621,694.4,260,14.1,9.68571429,1,1,38.9,981,1350.7,756.8,107.8,319.7,680.3,1708.5,630.6,898.2,27.8,0,230.6,1367.5,2476.3,146.925,196.1,140.3,84.3,88.3,1523.600577,1051.4,6224.047556,1,2073,1,798.3995559,3889,325,1,1994.080567,16.97333333,3840.23469,1632.6,232.2901878,3194,604.6015077,947.3666667,327,382,820.5,3145,71.15,461,658.8,499,6409.708617,1,2019.791775,1,947.3,4503.633499,325,1,1720.718658,13.9,4953,856.5167406,384.6,1886.740436,769.7012046,995.5999861,199.8364851,544,785,2977.307654,74.4,450,646.9366066,442,18.9,234.3,5.9,0.7,3.5,0,1.3,1,0,0,0.2,3.6,0,0,135.4,490.4,27.6,0,2.3,17,13.9,169,7,81.8,43.2,67.5,27.8,43.5,96.3,782,99.3
2004,3,17,24,19236,1629,529,2433.5,10486.1,3160.6,3672,764.8,4386.1,1840,450.4,97.8,290.3,1341.8,3888.6,20503,13526,9918,2338,1317,2511,1631,694.4,260,11.1,6.68571429,0,0,38.9,785.1,1149.1,756.8,8.8,26.2,554.9,1393.5,496.8,764.4,43.6,0,230.6,997.9,2106.7,121.125,170.3,140.3,191.9,201.1,1173.200577,701,5730.087384,0,1632,0,641.1995559,2593,256,0,1864.535042,12.77333333,3271.43469,1388.4,181.8901878,3194,702.4015077,733.1666667,258,301,694.5,3071.79162,60.35,392,519,499,5640.629002,0,1578.791775,0,790.1,3207.633499,256,0,1666.92432,9.7,4442.694748,622.2924517,334.2,1765.607585,851,781.3999861,139,463,659,2615.507654,63.6,381,507.1366066,499,51.6,638.1,14.9,1.9,0,0,3.2,2.5,0.7,0.4,0.7,13.8,0,0,130.9,473.9,24.7,0,8,59.2,29,353,4.4,51.6,53.5,83.5,2.3,3.6,43.3,188.6,74.9
2004,3,18,1,16586.7,1452.8,445.7,2111.7,9064.2,2803.4,3109.4,672.7,3848.3,1523.1,397.2,90.4,233.9,1219.2,3417,18283.8,12619,8817,2021.3,1191.1,2040.8,1625.9,694.4,260,8.1,6,0,0,38.9,611.3043754,947.5,756.8,0,0,567.3,1424.7,363,630.6,63.1,0,230.6,739.2,1737.1,95.325,144.5,140.3,185.7,194.6,822.8005769,701,4849.887384,0,1191,0,483.9995559,2593,187,0,1572.335042,8.57333333,2702.63469,1397.696175,131.4901878,2826.8,604.6015077,518.9666667,189,220,568.5,2709.99162,49.55,323,379.2,442,4760.429002,0,1137.791775,0,632.9,2593,187,0,1959.12432,8,3873.894748,814.1996714,283.8,1398.407585,753.2,567.1999861,139,382,533,2253.707654,52.8,312,367.3366066,442,54.6,675.7,22.7,2.8,0.6,0,16.1,12.2,0.6,0.4,3.7,68.2,0,0,125.9,455.9,18.2,0,5,37.1,47.4,577.1,5.4,62.7,141.1,220.5,0,0,0,0,0
2004,3,18,2,15802.7,1383.3,423.9,1983.7,8502.2,2705.8,2928,629.4,3622,1422.5,377.7,85,216.6,1160.9,3516.7,17410.2,12179.2,8472.8,1957.4,1145.5,1892.6,1659.3,694.4,260,6,6,0,0,38.9,504.3043754,745.9,756.8,0,0,495.4,1244.2,268,496.8,87.6,0,230.6,739.2,1367.5,69.525,118.7,140.3,135.8,142.3,701,701,3969.687384,0,882,0,326.7995559,2593,138,0,1280.135042,8,2133.83469,1247.284736,100,2459.6,506.8015077,429,139,162,442.5,2348.19162,38.75,254,280,385,3880.229002,0,882,0,475.7,2593,138,0,1868.782666,8,3305.094748,645.1854479,233.4,1031.207585,655.4,429,139,301,407,1891.907654,42,243,280,385,21.2,262.6,74.4,9.3,46.4,0.7,38.2,29,1.7,1.1,9.9,182.7,3,0.4,122.9,445.2,13.7,0,5.1,37.8,29.8,363.4,8.4,97.9,164.6,257.3,0,0,0,0,0
2004,3,18,3,15240.3,1345.6,403.2,1912.2,8255.7,2642.7,2804.2,604.8,3490.5,1357.5,366.8,81.8,206.7,1124.6,3573.3,16942.6,11948.9,8290.1,1904.6,1117.9,1794.8,1663.3,694.4,260,6,6,0,0,38.9,427.5043754,544.3,756.8,0,0,827.8,2078.9,268,363,141.1,0,230.6,1108.8,997.9,51,92.9,140.3,113.7,119.1,701,701,3117.655834,0,882,0,314,2593,138,0,987.9350423,8,1565.03469,1003.084736,100,2092.4,409.0015077,429,139,162,316.5,1986.39162,27.95,185,280,328,3000.029002,0,882,0,318.5,2593,138,0,1847.623004,8,2736.294748,708.2123874,183,734,557.6,429,139,220,281,1530.107654,31.2,174,280,328,19.6,242,180,22.5,44.2,0.6,37.7,28.7,5.1,3.2,9.5,176,12.5,1.5,127.6,461.9,12.5,0,11,81.1,22.1,269.3,16.1,187.2,86.8,135.6,0,0,0,0,0
2004,3,18,4,14895.2,1312.3,388.4,1879.4,8079.7,2614.5,2757.1,594.8,3428.3,1317.2,361.6,82.6,200.4,1107.6,3495.5,16735.5,11825.3,8263.8,1886.1,1101.6,1739.9,1659.1,694.4,260,6,6,0,0,49.2,403.2,403.2,756.8,0,0,890.3,2235.9,268,268,194.1,0,291.3,1259.660801,739.2,51,67.1,177.2,116.4,122,701,701,3132.66729,0,882,0,314,2593,138,0,695.7350423,8,1139,758.8847362,100,1725.2,311.2015077,429,139,162,251,1624.59162,22,138,280,271,2262.686747,0,882,0,314,2593,138,0,1673.570107,8,2167.494748,718.797441,132.6,734,655.4,429,139,162,251,1168.307654,22,138,280,271,28.3,350.6,192.2,24,177.4,2.5,94,71.4,32.3,20.2,1.9,35.6,9.5,1.1,153.9,557.3,13.1,0,9.1,67.2,47.5,578.9,22.5,261.4,62.3,97.4,0,0,0,0,0
